,Tesseract,Ground_Truth
17527,partlclpatlng,participating
17528,worklng,working
17529,mm,with
17530,nonipartlclpatlng,nonparticipating
17531,a,a
17532,commlttee,committee
17533,CMAS,CMAs
17534,Dlvlslon,Division
17535,Mlller,Miller
17536,TX,TX
17537,M,M
17538,Concrd,Concord
17539,Mallnckrodt,Mallinckrodt
17540,EarhawFlltrol,HarshawFitrol
17541,E,E
17542,Sh,Shell
17543,TX,TX
17544,Knlght,Knight
17545,Lulsvllle,Louisville
17546,KI,KY
17547,E,E
17548,x,TX
17549,Testlng,Testing
17550,testlng,testing
17551,toxlcoklnetlcs,toxicokinetics
17552,genotoxlclty,genotoxicity
17553,teratogenlclty,teratogenicity
17554,ITCS,ITCs
17555,teratogenlclty,teratogenicity
17556,genlclty,genicity
17557,A,As
17558,a,a
17559,EPAS,EPAs
17560,a,a
17561,thls,this
17562,Accordlngly,Accordingly
17563,Dlvlslon,Division
17564,testlng,testing
17565,Hlth,with
17566,a,a
17567,sufflclent,sufficient
17568,ITCS,ITCs
17569,testlng,testing
17570,Agencys,Agencys
17571,testlng,testing
17572,mm,with
17573,addltlonal,additional
17574,m,to
17575,a,a
17576,testlng,testing
17577,SPACS,SPACs
17578,thls,this
17579,Partlclpatlng,Participating
17580,actlvltles,activities
17581,partlclpatlng,participating
17582,addltlonal,additional
17583,T,T
17584,DLEYLAMINE,OLEYLAMINE
17585,partlclpatlng,participating
17586,mm,with
17587,a,a
17588,sufflclent,sufficient
17589,Testlng,Testing
17590,Commlttees,Committees
17591,testlng,testing
17592,publlshed,published
17593,unpubllshed,unpublished
17594,deslgn,design
17595,responslble,responsible
17596,admlnlsi,adminis
17597,partlclpatlng,participating
17598,worklng,working
17599,Hlth,with
17600,nonipartlclpatlng,nonparticipating
17601,Conslstent,Consistent
17602,Hlth,with
17603,cm,CMA
17604,mm,with
17605,concernlng,concerning
17606,a,a
17607,commlttee,committee
17608,CMAS,CMAs
17609,I,I
17610,Dublln,Dublin
17611,Llchtenwalter,Lichtenwalter
17612,m,C
17613,UPDATE,UPDATE__
17614,By,By
17615,E,E
17616,a,a
17617,Subcommlttee,Subcommittee
17618,b,bill
17619,x,HR
17620,Subcommlttee,Subcommittee
17621,x,HR
17622,m,to
17623,commlttee,committee
17624,b,bill
17625,a,e
17626,DNelll,ONeill
17627,commltteeS,committees
17628,DNelll,ONeill
17629,a,a
17630,e,e
17631,Commlttee,Committee
17632,hearlngs,hearings
17633,testlfy,testify
17634,hearlngs,hearings
17635,Commlttee,Committee
17636,hearlngs,hearings
17637,testlfled,testified
17638,Commlttee,Committee
17639,Addltlonal,Additional
17640,hearlngs,hearings
17641,hearlngs,hearings
17642,a,a
17643,meetlngs,meetings
17644,Hlth,with
17645,whlch,which
17646,by,by
17647,worklng,working
17648,llablllty,liability
17649,ntlated,initiated
17650,lobbylng,lobbying
17651,Washlngton,Washington
17652,Distrlcts,Districts
17653,SubcommlttEE,Subcommittee
17654,CommlttEE,Committee
17655,Commlttee,Committee
17656,Commlttee,Committee
17657,mm,with
17658,Commlttee,Committee
17659,envlronmentallsts,environmentalists
17660,a,a
17661,Vlctlms,victims
17662,Admlnlstrator,Administrator
17663,thls,this
17664,fundlng,funding
17665,a,c
17666,swmmmo,SUPERFUNO
17667,Prsnted,Prsnted
17668,by,by
17669,I,I
17670,reportlng,reporting
17671,Fundlng,Funding
17672,Commlttee,Committee
17673,Commlttee,Committee
17674,thls,this
17675,fundlng,funding
17676,Speclflcally,Specifically
17677,cm,CMA
17678,exlstlng,existing
17679,m,to
17680,a,a
17681,Borrowlng,Borrowing
17682,llmlted,limited
17683,mllllon,million
17684,borrowlngs,borrowings
17685,a,a
17686,prlnclpal,principal
17687,flrst,first
17688,m,to
17689,tlghtly,tightly
17690,mm,limits
17691,fundlng,funding
17692,CMAS,CMAs
17693,testlfled,testified
17694,fundlng,funding
17695,I,I
17696,I,I
17697,commlttees,committees
17698,commlttees,committees
17699,mm,with
17700,commlttees,committees
17701,T,T
17702,mm,with
17703,I,I
17704,convlnced,convinced
17705,a,a
17706,a,a
17707,a,a
17708,confllcts,conflicts
17709,a,a
17710,I,j
17711,I,j
17712,Hlthln,within
17713,ndustry,industry
17714,thls,this
17715,mllllon,million
17716,Hlth,with
17717,a,a
17718,llmlted,limited
17719,thls,this
17720,r,r
17721,a,a
17722,I,j
17723,J,J
17724,I,I
17725,slght,sight
17726,a,a
17727,w,w
17728,t,t
17729,reallstlc,realistic
17730,a,a
17731,bllllon,billion
17732,fundlng,funding
17733,a,a
17734,pernlclous,pernicious
17735,dependlng,depending
17736,ndvdual,individual
17737,worldwlde,worldwide
17738,worldwlde,worldwide
17739,a,a
17740,capablllty,capability
17741,commlts,commits
17742,by,by
17743,kllllng,killing
17744,dlmlnlshes,diminishes
17745,commlttees,committees
17746,responslble,responsible
17747,thls,this
17748,by,by
17749,a,a
17750,posltlve,positive
17751,a,a
17752,mply,simply
17753,a,a
17754,a,a
17755,beglnnlng,beginning
17756,a,a
17757,Admlnlsi,Adminis
17758,thls,this
17759,Washlngton,Washington
17760,CMAD,CMA
17761,T,T
17762,I,I
17763,try,try
17764,try,try
17765,J,J
17766,moblllze,mobilize
17767,thls,this
17768,a,a
17769,I,I
17770,speclflcally,specifically
17771,I,j
17772,governmentalilobbylng,governmentallobbying
17773,mm,with
17774,a,a
17775,I,I
17776,Commlttee,Committee
17777,CommlttEE,Committee
17778,carrylng,carrying
17779,I,I
17780,I,I
17781,I,I
17782,speclflcally,specifically
17783,a,a
17784,thls,this
17785,I,I
17786,I,j
17787,legltlmately,legitimately
17788,mm,him
17789,a,a
17790,I,I
17791,thls,this
17792,Hlth,with
17793,Commlttee,Committee
17794,I,I
17795,by,by
17796,m,to
17797,nothlng,nothing
17798,I,I
17799,mm,with
17800,actlvltlst,activitist
17801,rlght,right
17802,mechanlsms,mechanisms
17803,a,a
17804,reslst,resist
17805,responslble,responsible
17806,a,a
17807,a,a
17808,lobbylng,lobbying
17809,Hlth,with
17810,protectlng,protecting
17811,thls,this
17812,ndustry,industry
17813,Aprll,April
17814,Commlttee,Committee
17815,Fundlng,Funding
17816,a,a
17817,dry,dry
17818,flrst,first
17819,mllllon,million
17820,exlstlng,existing
17821,speclflcally,specifically
17822,C,c
17823,fundlng,funding
17824,mllllon,million
17825,detallsy,details
17826,Commlttee,Committee
17827,recelpts,receipts
17828,testlfled,testified
17829,Commlttee,Committee
17830,a,a
17831,fundlng,funding
17832,spendlng,spending
17833,mllllon,million
17834,addltlon,addition
17835,Commlttee,Committee
17836,addltlonal,additional
17837,Commlttee,Committee
17838,speclflcally,specifically
17839,a,a
17840,a,a
17841,thls,this
17842,addltlonal,additional
17843,a,a
17844,mllllon,million
17845,dlvlded,divided
17846,thls,this
17847,iSSuE,issue
17848,thls,this
17849,deflclt,deficit
17850,mllllon,million
17851,Hlth,with
17852,thls,this
17853,a,a
17854,llmlted,limited
17855,mllllon,million
17856,a,a
17857,prlnclpal,principal
17858,flrst,first
17859,contrlbutors,contributors
17860,thls,this
17861,spendlng,spending
17862,mm,with
17863,mplled,implied
17864,commltment,commitment
17865,contrlbutors,contributors
17866,addltlonal,additional
17867,contrlbutlon,contribution
17868,recelpts,receipts
17869,a,a
17870,contrlbutlons,contributions
17871,Posslble,Possible
17872,modlflcatlon,modification
17873,o,o
17874,o,O
17875,Doubllng,Doubling
17876,o,o
17877,Expandlng,Expanding
17878,o,o
17879,thls,this
17880,doubllng,doubling
17881,exlstlng,existing
17882,cm,CMA
17883,REQUIRED,REQUIRED
17884,u,D
17885,meetlng,meeting
17886,cm,CMA
17887,commlttee,committee
17888,whlch,which
17889,ndustry,industry
17890,A,A
17891,by,by
17892,ndustrys,industrys
17893,Commlttee,Committee
17894,Worklng,Working
17895,a,a
17896,ndustry,industry
17897,analysls,analysis
17898,a,a
17899,analysls,analysis
17900,Hlth,with
17901,earnlngs,earnings
17902,mm,With
17903,REQUIRED,REQUIRED
17904,w,w
17905,D,Dl
17906,smny,STUDY
17907,Commlttee,Committee
17908,whlch,which
17909,analytlcal,analytical
17910,Commlttee,Committee
17911,by,by
17912,mm,with
17913,Addltlonally,Additionally
17914,whlch,which
17915,mllllonyear,millionyear
17916,a,a
17917,prlnclpal,principal
17918,fundlng,funding
17919,by,by
17920,CMAS,CMAs
17921,m,to
17922,ms,IRS
17923,mllllon,million
17924,thls,this
17925,mm,with
17926,proflts,profits
17927,a,a
17928,x,HR
17929,CMAS,CMAs
17930,CMAS,CMAs
17931,wsnsn,ST
17932,a,a
17933,CMAS,CMAs
17934,WASTEiEND,WASTEEND
17935,a,a
17936,a,a
17937,p,CMA
17938,SSDST,SSOST
17939,dry,dry
17940,llablllty,liability
17941,cm,CMA
17942,salesproflts,salesprofits
17943,mm,with
17944,x,tax
17945,respondlng,responding
17946,cm,CMA
17947,a,an
17948,followlng,following
17949,cm,CMA
17950,cm,CMA
17951,mllllon,million
17952,antlclpated,anticipated
17953,membershlp,membership
17954,o,o
17955,mllllon,million
17956,mpactDf,impactOf
17957,a,a
17958,earnlngs,earnings
17959,remalnlng,remaining
17960,m,to
17961,earnlngs,earnings
17962,remalnlng,remaining
17963,earnlngs,earnings
17964,I,I
17965,I,I
17966,I,j
17967,x,HR
17968,CMAS,CMAs
17969,SSDST,SST
17970,x,HR
17971,Hlth,with
17972,a,a
17973,a,a
17974,dry,dry
17975,basls,basis
17976,a,a
17977,dry,dry
17978,operablllty,operability
17979,JDBSIMPORTSEXPDRTSEALANCE,JOBSIMPORTSEXPORTSBALANCE
17980,F,OF
17981,whlch,which
17982,sufflclently,sufficiently
17983,sensltlve,sensitive
17984,convertlble,convertible
17985,a,a
17986,revlslng,revising
17987,analysls,analysis
17988,competltlveness,competitiveness
17989,REQUIRED,REQUIRED
17990,cm,CMA
17991,E,E
17992,commsnmu,COMPENSATION
17993,commm,COMMITTEE
17994,by,by
17995,Commlttee,Committee
17996,thls,this
17997,mlght,might
17998,posslble,possible
17999,mm,with
18000,by,by
18001,Unlversltles,Universities
18002,WAREPy,UAREP
18003,a,a
18004,o,o
18005,I,I
18006,a,a
18007,o,o
18008,II,II
18009,mlght,might
18010,o,o
18011,III,III
18012,a,a
18013,descrlptlon,description
18014,actlvlty,activity
18015,a,a
18016,a,a
18017,a,a
18018,A,A
18019,cm,CMA
18020,a,a
18021,cm,CMA
18022,T,T
18023,J,J
18024,I,I
18025,a,a
18026,Hearlngs,Hearings
18027,thls,this
18028,by,by
18029,sponsorshlp,sponsorship
18030,admlnlstratlve,administrative
18031,fundlng,funding
18032,shlftlng,shifting
18033,a,a
18034,m,to
18035,mm,with
18036,responslblllty,responsibility
18037,dlvlslble,divisible
18038,strlct,strict
18039,llablllty,liability
18040,b,bill
18041,thls,this
18042,admlnlstratlve,administrative
18043,Polltlcally,Politically
18044,glvlng,giving
18045,admlnlstratlve,administrative
18046,I,I
18047,fl,j
18048,I,j
18049,I,I
18050,I,I
18051,I,j
18052,I,I
18053,I,j
18054,I,I
18055,Hearlngs,Hearings
18056,testlfled,testified
18057,cm,CMA
18058,CMAS,CMAs
18059,whlch,which
18060,obtalnlng,obtaining
18061,sclentlflc,scientific
18062,posslble,possible
18063,relatlonshlps,relationships
18064,J,J
18065,I,j
18066,Commlttee,Committee
18067,mllar,similar
18068,by,by
18069,a,a
18070,thls,this
18071,thls,this
18072,leadershlp,leadership
18073,llmlted,limited
18074,remalnlng,remaining
18075,thls,this
18076,dlfflcult,difficult
18077,Commlsslon,Commission
18078,A,A
18079,commlsslon,commission
18080,establlshed,established
18081,by,by
18082,holdlng,holding
18083,examlnlng,examining
18084,exlstlng,existing
18085,necesslty,necessity
18086,admlnlstratlve,administrative
18087,cm,CMA
18088,Hlth,with
18089,CMA,CMAs
18090,actlvltles,activities
18091,ellclt,elicit
18092,Commlsslon,Commission
18093,ndvduals,individuals
18094,Hearlngs,Hearings
18095,a,a
18096,prellmlnary,preliminary
18097,outllnlng,outlining
18098,a,a
18099,publlshed,published
18100,by,by
18101,testlfy,testify
18102,hearlngs,hearings
18103,nmsn,finish
18104,Vlctlms,Victims
18105,thls,this
18106,whlch,which
18107,establlsh,establish
18108,admlnlstratlve,administrative
18109,by,by
18110,whlch,which
18111,Drlglnally,Originally
18112,hearlngs,hearings
18113,posslbly,possibly
18114,mm,With
18115,thls,this
18116,Commlttee,Committee
18117,worklng,working
18118,mm,with
18119,posslblllty,possibility
18120,hearlngs,hearings
18121,cm,CIC
18122,Hlth,with
18123,mm,with
18124,mm,with
18125,Actlvlty,Activity
18126,posslble,possible
18127,conslstency,consistency
18128,Industrys,Industrys
18129,cm,CMA
18130,II,II
18131,commsnmu,COMPENSATION
18132,mmnms,INJURIES
18133,condltlons,conditions
18134,whlch,which
18135,CMAS,CMAs
18136,suzprlse,surprise
18137,cMAs,CMAS
18138,posslble,possible
18139,A,A
18140,exlsts,exists
18141,a,a
18142,A,A
18143,A,A
18144,a,a
18145,A,A
18146,a,a
18147,symptoms,symptoms
18148,reallstlcally,realistically
18149,o,o
18150,II,II
18151,A,A
18152,exlsts,exists
18153,a,a
18154,rlsk,risk
18155,A,A
18156,llmlted,limited
18157,a,a
18158,A,A
18159,symptoms,symptoms
18160,reallstlcally,realistically
18161,o,o
18162,concernlng,concerning
18163,resultlng,resulting
18164,o,o
18165,exlsts,exists
18166,a,a
18167,a,a
18168,I,I
18169,II,II
18170,III,III
18171,I,I
18172,m,to
18173,mlght,might
18174,scENARIos,SCENARIOS
18175,mm,with
18176,II,II
18177,Hlth,with
18178,III,III
18179,addltlonal,additional
18180,scENARIos,SCENARIOS
18181,I,I
18182,II,II
18183,III,III
18184,x,X
18185,x,X
18186,cm,CMA
18187,oPTmNs,OPTIONS
18188,s,S
18189,Survelllance,Surveillance
18190,xx,XX
18191,x,X
18192,Admlnlstratlve,Administrative
18193,x,X
18194,xx,XX
18195,x,X
18196,xx,XX
18197,Survelllance,Surveillance
18198,mm,with
18199,exlstlng,existing
18200,shlft,shift
18201,a,a
18202,mm,him
18203,a,a
18204,mm,with
18205,relatlonshlp,relationship
18206,a,a
18207,a,a
18208,cm,CMA
18209,mm,with
18210,sclentlflc,scientific
18211,mm,with
18212,admlnlstratlve,administrative
18213,lllustrated,illustrated
18214,mm,with
18215,m,to
18216,sclentlflc,scientific
18217,a,a
18218,a,a
18219,llablllty,liability
18220,a,a
18221,mlddle,middle
18222,a,a
18223,posltlve,positive
18224,Hlth,with
18225,a,a
18226,publMJ,public
18227,lllness,illness
18228,a,a
18229,a,a
18230,flexlblllty,flexibility
18231,exlsts,exists
18232,survelllance,surveillance
18233,survelllance,surveillance
18234,ndvduals,individuals
18235,CERCLA,CERCLA
18236,restrlcti,restrict
18237,mg,ing
18238,appllcatlon,application
18239,speclflc,specific
18240,Admlnlstrator,Administrator
18241,w,HEW
18242,dlscretlon,discretion
18243,survelllance,surveillance
18244,mm,with
18245,appllcable,applicable
18246,thls,this
18247,posslble,possible
18248,offlclals,officials
18249,slgnlflcantly,significantly
18250,contractlng,contracting
18251,a,a
18252,perslst,persist
18253,cm,CMA
18254,lltlgatlon,litigation
18255,studylng,studying
18256,thls,this
18257,responslble,responsible
18258,dented,identified
18259,mm,with
18260,a,a
18261,a,a
18262,pollcy,policy
18263,testlng,testing
18264,a,a
18265,m,to
18266,by,by
18267,ndvdual,individual
18268,earnlngs,earnings
18269,a,a
18270,psychologlcal,psychological
18271,mm,with
18272,Indlvldual,Individual
18273,acceptlng,accepting
18274,hlsher,hisher
18275,rlghts,rights
18276,responslble,responsible
18277,provldlng,providing
18278,accompanylng,accompanying
18279,ellmlnatlng,eliminating
18280,lltlgatlon,litigation
18281,obtalnlng,obtaining
18282,relatlonshlps,relationships
18283,thls,this
18284,whlch,which
18285,thls,this
18286,Hlth,with
18287,thls,this
18288,o,o
18289,Admlnlstratlve,Administrative
18290,establlsh,establish
18291,a,a
18292,by,by
18293,prlnclples,principles
18294,Commlttee,Committee
18295,cm,CMA
18296,prlnclples,principles
18297,excluslvlty,exclusivity
18298,fundlng,funding
18299,admlnlstratlve,administrative
18300,orlglnal,original
18301,prlnclple,principle
18302,Commlttee,Committee
18303,Capplng,capping
18304,ellglble,eligible
18305,offsettlng,offsetting
18306,Hlth,with
18307,entltlement,entitlement
18308,prlnclples,principles
18309,a,a
18310,admlnlstratlve,administrative
18311,cm,CMA
18312,admlnlstratlve,administrative
18313,I,I
18314,a,a
18315,exlsts,exists
18316,mm,with
18317,nvolvng,involving
18318,eg,eg
18319,mm,with
18320,admlnlstratlve,administrative
18321,a,a
18322,mlght,might
18323,by,by
18324,thls,this
18325,a,a
18326,admlnlstratlve,administrative
18327,slmplest,simplest
18328,a,a
18329,plalntlffs,plaintiffs
18330,a,a
18331,rlght,right
18332,a,a
18333,rlght,right
18334,exlsts,exists
18335,a,a
18336,mlght,might
18337,by,by
18338,affectlng,affecting
18339,llablllty,liability
18340,shlftlng,shifting
18341,strlct,strict
18342,a,a
18343,rlght,right
18344,orlglnally,originally
18345,by,by
18346,llablllty,liability
18347,rlsks,risks
18348,endorslng,endorsing
18349,a,a
18350,a,a
18351,admlnlstratlve,administrative
18352,a,a
18353,T,T
18354,J,J
18355,I,I
18356,I,I
18357,I,I
18358,I,j
18359,A,A
18360,mlght,might
18361,dependlng,depending
18362,a,a
18363,a,a
18364,m,to
18365,whlch,which
18366,cm,CMA
18367,cm,CMA
18368,III,III
18369,commsnmu,COMPENSATION
18370,dlsablllty,disability
18371,admlnlstratlve,administrative
18372,efflclent,efficient
18373,m,to
18374,a,a
18375,fundlng,funding
18376,mechanlsms,mechanisms
18377,by,by
18378,selcqnsured,selfinsured
18379,efflclent,efficient
18380,exlstlng,existing
18381,a,a
18382,Vlctlms,victims
18383,crltlclsms,criticisms
18384,exlstlng,existing
18385,llmltatlons,limitations
18386,by,by
18387,mm,with
18388,a,a
18389,a,a
18390,a,a
18391,a,a
18392,llablllty,liability
18393,whlch,which
18394,Resortlng,Resorting
18395,mm,with
18396,Verdlcts,verdicts
18397,a,a
18398,Actlvltles,Activities
18399,Hlth,with
18400,exlstlng,existing
18401,Vlth,vlth
18402,lltlgatlon,litigation
18403,whlch,which
18404,actlvlty,activity
18405,Mlller,Miller
18406,a,a
18407,admlnlstered,administered
18408,by,by
18409,by,by
18410,whlch,which
18411,o,o
18412,cm,CMA
18413,mm,with
18414,admlnlstrators,administrators
18415,o,o
18416,AFLCtD,AFLCtO
18417,a,a
18418,v,US
18419,commlsslonlng,commissioning
18420,fundlng,funding
18421,mechanlsms,mechanisms
18422,determlnlng,determining
18423,o,o
18424,A,A
18425,a,a
18426,admlnlstered,administered
18427,sponsorshlp,sponsorship
18428,thls,this
18429,o,o
18430,llablllty,liability
18431,CMAS,CMAs
18432,actlvltles,activities
18433,ndustry,industry
18434,splllover,spillover
18435,A,A
18436,dlstrlbutlng,distributing
18437,whlch,which
18438,ndustry,industry
18439,affllcted,afflicted
18440,by,by
18441,dented,identified
18442,addresslng,addressing
18443,Commlttee,Committee
18444,dented,identified
18445,prlnclples,principles
18446,tvolvlng,tvolving
18447,Prlnclples,Principles
18448,v,V
18449,a,a
18450,Vlctlms,victims
18451,Hlthln,within
18452,exlstlng,existing
18453,dlsablllty,disability
18454,by,by
18455,A,A
18456,a,a
18457,by,by
18458,workers,workers
18459,beneflts,benefits
18460,rlghts,rights
18461,thlrdiparty,thirdparty
18462,rlghts,rights
18463,m,to
18464,contrlbutlon,contribution
18465,ndemnty,indemnity
18466,conslstent,consistent
18467,mm,with
18468,by,by
18469,ellmlnate,eliminate
18470,partlclpatlon,participation
18471,attrlbutable,attributable
18472,establlshed,established
18473,sclentlflc,scientific
18474,Hlth,with
18475,sufflclent,sufficient
18476,flexlblllty,flexibility
18477,by,by
18478,establlshed,established
18479,sclentlflc,scientific
18480,by,by
18481,sclentlsts,scientists
18482,llght,light
18483,ml,similar
18484,arbltrary,arbitrary
18485,mm,with
18486,A,A
18487,Hlthln,within
18488,NotCE,Notice
18489,Deflnltlonal,Definitional
18490,Arbltrary,Arbitrary
18491,unsclentlflc,unscientific
18492,deflnltlonal,definitional
18493,llmltatlons,limitations
18494,whlch,which
18495,DlsabllltyDeath,DisabilityDeath
18496,slgnlflcantly,significantly
18497,by,by
18498,by,by
18499,Beneflts,Benefits
18500,llght,light
18501,mlnlma,minima
18502,arbltrary,arbitrary
18503,restrlctlon,restriction
18504,by,by
18505,beneflts,benefits
18506,Llablllty,Liability
18507,by,by
18508,a,a
18509,condltlon,condition
18510,Fundlng,Funding
18511,exlstlng,existing
18512,mechanlsms,mechanisms
18513,Retroactlvlty,Retroactivity
18514,appllcatlon,application
18515,ncdences,incidences
18516,a,a
18517,exlstlng,existing
18518,o,o
18519,m,to
18520,by,by
18521,o,o
18522,m,to
18523,a,a
18524,A,A
18525,Commlttee,Committee
18526,o,o
18527,A,A
18528,a,a
18529,survelllance,surveillance
18530,Hlth,with
18531,a,a
18532,dlslncentlves,disincentives
18533,whlch,which
18534,partlclpatlon,participation
18535,partlclpatlon,participation
18536,mm,with
18537,beneflts,benefits
18538,m,to
18539,Justlfy,Justify
18540,partlclpatlon,participation
18541,Hlth,with
18542,whlch,which
18543,mlght,might
18544,thls,this
18545,by,by
18546,speclallsts,specialists
18547,a,a
18548,whlch,which
18549,facllltate,facilitate
18550,whlch,which
18551,mm,with
18552,a,a
18553,llabllltles,liabilities
18554,o,o
18555,partlclpatlon,participation
18556,ACTION,ACTION
18557,speclflc,specific
18558,monltorlng,monitoring
18559,o,o
18560,prlnclples,principles
18561,v,V
18562,F,F
18563,Technlcal,Technical
18564,hlghllghts,highlights
18565,cm,CMA
18566,accompllshments,accomplishments
